index,Search Term
11156,Mn-Sb phase diagram
10803,Mg-Al
12510,Ni-Mn-Ga
20922,Fe-Ni-Zr Isothermal Section of Ternary Phase Diagram
14000,Rb1C60
10355,LiNbO3
20432,consolidated yttrium(iii) oxide
17940,Zr Mo Si
12253,NbTe2 structure
19210,fullerene
7484,Fe23C6
1063,A General Cost Model in a Cloud Data Center
8984,Image recognition
8142,Gd4Co3 transitions
1911,Alloy 247LC
19527,Mn-Ga
16228,ti al n
1800,Al3Ni cif
8078,Gd-Bi
19710,ni2b
19207,Formaldehyde azine
6239,"cyclohexa-1,3,5-triene"
1000,62-63-7
19573,Mo2S3 Hall coefficient
10452,Ln3Cr10-XN11
19901,ScAlO3
14663,semi-conductive shielding material
15625,super deep diaphragm wall
18192,α‘’-Ti Crystal
14769,Si、C
3972,cementitious
15352,sr5(po4)3f
13083,Pb-Zr-O-Ti
15993,"Te,refractive"
17632,YCuO2
16644,Tl2Mn6Se6
8958,Hyponitride
13953,"Quantification,hplc inverse, protéines"
15054,Sn cry structure
3932,CeCo2
5658,cscuf3
20706,ScCo
13376,phase Fe C
13899,Pu2C3 crystal structure
12938,optimalbinning1
5147,corps gras alimentaire
6573,domain Adaptive change detection images
14099,RbCeNb2O7
10636,"Marrs SJ, Wilkie IC, Skold M, et al. (2000) Size-related aspects of arm damage, tissue mechanics, and autotomy in the starfish Asterias rubens. Mar Biol 137,59–70"
11125,Mn-As
2979,bismuth dielectric
14183,recycling epdm
10670,Measuring and mapping endemism and species
828,30cr
1822,al4w
869,"4-(1,1-dimethylethyl)-heptane condensed"
3314,Ca-As phase diagram
7225,fcc a1
336,"1,2-Dichloroethane-Water Vapor-Liquid Equilibrium"
6305,Decanoic acid diethylamide
19807,Platinum (Pt)
10141,Li2AgSb
930,"4-tert-butyl-1,2-dimethyl-benzene"
503,2-chloro-1-propene
3325,CA-MO
5427,CrSBr
10524,lubrifiany
3243,C3H15N3Si3
1614,Al-Si Binary Phase Diagram
8672,Hf-Si melt point
1771,Al2O3*SiO2
11766,n2 h2
16749,TmH3
9898,LaH2
20519,Ga2S3
17571,YbAl2Cu
19727,NiS
10596,Magnesium Oxide thermal expansion
6106,cufes2
620,"2,2'-dimethyl-1,1'-biphenyl"
2237,Au-Pb
2545,band gap>2
14883,Simple and customizable method for fabrication of high-aspect ratio microneedle molds using low-cost 3D printing
729,3-bromo 2-pentanol
996,60.43064.1.8
6127,CuInSnSe4
8053,gas chromatography
16155,Theory of vortex sound
15887,TB2Ge3
13764,PrSi
7163,EuSb2
19886,S8
12236,NbS2Cl2
8203,GdO2
12196,NbFe Sb
8327,GeSb4Te7
5795,Cu Zn
6344,dentro de la caja
17502,Y7Co6Sn23
8635,hexanone
2108,armchair
20645,Na2CrO4
11145,Mn-Ir
8728,hFO2 phase diagram
13009,P-Se
7522,Fe2Ta
11964,NaCl solution
5330,Cr3(PO4)2
16078,Tetrakis(trimethylsilyl)hydrazine
18590,AuTi crystal structure
2985,Bismuth sodium titanate
14516,SbIrZr
19022,Cu2GeTe3
7060,ethylpentanoate
5,"'Synthesis of a 2,6-Dithia-6b,8c-diazadicyclopent[ef,kl]s-indacene as a Pentacyc"
63,(3β)-cholest-5-en-3-yl methanoate
6696,e cigarette 2023
662,"2,4,6-Triphenyl-1,3,5-triazine"
4025,ceramics
61,(3-methyl-butoxy)-ethene
4350,co2
17481,Y3In3MgSiO12
4593,consolidated cadmium bromide
17625,YCo5
15122,Sn5 Ti6
3488,CaGdAlO
19516,MgH2
8735,HfP2S6
6129,cultural competence
12134,Nb-Ti-Sn
17561,YBa2Cu3O6.54
8979,Ⅲ/19d2
17344,WS2 struct
18008,Zr2BO4
1081,A Study on the User-Centered Sofa Design using Analytic Hierarchy Process. Advances in Intelligent Systems and Computing
9936,"Landolt-Börnstein, IV"
20882,consolidated iridium
15641,Surgical Emergencies in Clinical Parctice
15910,TbAgTe
2352,b-p
14701,Si 001 surface
3273,c60
20029,tetrafluoroethane
10926,Mg3Si2
17194,W-C-Ta phase diagram
9765,La2Mo2O9
16074,tetrahydrofuran solvation
12029,nanoporous metal
19234,GdAl3
11143,Mn-In
8587,Henry law constant
5684,CsMnBr3
10606,magneto optical cobalt
11163,Mn-Te
2148,As(V)
12296,Nd2Co17 transitions
11490,mo2c
9811,La4Cu3MoO12
11002,MgNi3
9136,InP band gap
3091,"Building an Inclusive Diversity Culture: Principles, Processes and Practice"
3313,ca zr
4314,Co-Pb
4252,Co magneto optics
6300,Debasish Dutta
5725,csv3sb5
2490,BaCoN
15700,Ta Ni B
21116,IrO2
234,1-chloro-2-ethylbenzene
11631,MoS2 1T
6900,Er12Co7 transitions
19512,MgAl2O4
16986,URhGe
9780,La2O3 ht crystal structure
9603,Knowledge Production in Quadruple Helix Innovation Systems.
14700,"Si , chemical potential"
2334,B-Ge
915,4-methyl-1-(1-methylethyl)bicyclo-[3.1.0]hexane
10602,magnetic phase diagram
10910,Mg2V2O7
9040,In2Se3 structure
19156,Fe0.25TaS2
20560,InSe
4005,ceosru
2518,BaMg2P2O8
4301,Co-Mn-Al-Si
2676,Be3N2
668,"2,5-dimethyl-tetrahydro-furan"
12408,NH3
7016,ethene
10306,LiGa3
14204,Refractive Index of available pure 2-chloro-2-methyl-bu
19059,diabetes types 1 et 2 definition diagnostique et classification
1128,acetic acid
2129,As S
10940,mg7gd
11477,Mo-Ti binary system
7525,Fe2Ta XRD
21344,MgO
170,(ZrNb)Fe2
5054,consolidated vanadium(iii) oxide
16196,THF
6272,D2 steel
5015,consolidated titanium platinum
7930,Ga-Ge
11363,MnPSe3
10957,MgCd3
6148,CuNiMg
7130,EUCd2Bi2
991,5th International Conference on Numerical Modelling in Engineering
8773,HgSe crystal structure
2530,Banana pseudo stem
3925,CeAuGe
13123,PbF2 ht2
396,10.1007/978-3-662-45972-0_319
10394,LiONi3Sn
8558,he
8619,hexagonal BN
3661,CaTiO3 structure
18577,artificial intelligence
20066,Ti4O7
1030,79-14-1
14937,Sm structure
4410,Co3Pb
17240,wafer needle measurement
10948,MgAl3
12288,Nd-Sb phase diagram
7771,FeSi crystal structure
12655,NiBi
12392,neodymium manganese oxide
13248,pdse2 bandagap
8821,Ho-Zn-Ge
11240,Mn3Ge2
4682,consolidated cubic silicon carbide
14649,self assemble peptides
11959,NACL
13325,Phase change materials in photovoltaic panels
18408,"1,3-dimethyl-benzene"
17814,"Zn(Se,S) band properties"
14335,Ru-Ir-O
4435,Cobalt
4534,consolidated aluminum iron (1:3) intermetallic compound
6886,Er-Co
12065,navf3
5045,consolidated uranium silicide
3295,C8H9S
6781,electrostatic spraying graphene coating
13311,personal finance
12652,NiAsS crystal structure
10081,Li-Ce-O
20025,Td-MoTe2
1006,6H SiC
20758,test
16046,TETA
2541,band gap between 0.1 and 2
14187,red phosphorus
4166,chromatography
19336,iron saturation magnetic flux density
20380,Co-Mo
6222,Cyanamide
392,10.1007/978-3-540-74189-3
1797,Al3Mg2(AlSi5O18)
10110,Li-Sb-Cu phase diagram
17500,Y6Mg(GeS7)2
20906,CrGe
3494,CaHfO3 crystal structure
20914,Diamond
9500,kaolin
16076,Tetrahydrothiophene 1-oxide
2858,Bi2Te3
6343,density of water 1-butanol mixture
12195,NbCr3
16403,Ti3AlC2
2696,benzene activity
5460,crystal structure of La2O3
288,"1-phenyl-butane-1,3-dione"
13443,Physik für naturwissenschaftler
5275,Cr-W phase diagram
3647,CaSO4 Crystal Structure
8860,HoGa2
5559,Cs3Cu2I5
7576,Fe3S2
12688,NiCo3
6064,CuAlTe2
17881,ZnO electric constant
16683,tlcdF3
10540,"Luminescence dating of late pleistocene lacustrine deposits in Badain Jaran Desert, north China"
12918,"OLSR , AODV"
4523,consolidated aluminum
18313,بهینه سازی سبد سهام
8891,How writte apa
14976,Sm2Ru3Pb5
3958,ceftiofur
20970,Mo
6438,Diethyl ether
622,"2,2',5,5'-tetrachlorobiphenyl"
14525,Sc-Bi
12123,Nb-Sb
2762,Bi O phase diagram
18917,consolidated titanium silicide
15549,Stearic acid
10552,LuPtBi
10160,Li2MnO3 rt activation energy
17956,zr-c
16853,Trifluoro(trifluoromethyl)silane
2422,Ba2Ca3Cu5O12
8228,ge
14771,Si3
18019,Zr2Si
753,"3-ethyl-2,5-dimethyloctane"
9446,k3prbr6
334,"1,2-dichlorobutane"
20211,Zn Bi
13425,photocatalyst
21134,Mn11Ge8
18914,consolidated titanium boride
11450,Mo-Lu
9917,Lampenfieber Claudia Spahn
12544,Ni-W
20361,CaNi5Ge3
1510,al-cu phase diagram wt%
8120,Gd2Si17
16530,tin gadolinium telluride
21265,3-methyl-cyclohex-2-enone
17833,Zn3Y
490,2-bromo-1-chloroethane
20077,TiNiSi
6098,CuFe2O4
13895,Pu fe
18437,"2,3-dimethyl-2,3-butanediol"
20741,t-Butyl chloride
15250,Spectroscopicum
3300,ca Hf
14037,rb3hoi6
15057,Sn crystal structure
10224,Li3ScBr6
17996,Zr-Y-Ca-Si-O
9617,KTaO
20191,YN
19864,Refractive Index > 0.2 benzene
13048,Parkin
18824,consolidated aluminum iron (1:3) intermetallic compound
9529,KCoF3 crystal structure
19690,Ni N binary phase diagram
10880,Mg10YZn
2168,AsSb
13795,Pt film
1775,Al2O3SiO2H2O
13732,propane
19974,Sr3Al2O6
1704,"Al2(F,OH)2SiO4 crystal structure"
7816,Fish anatomy
11669,MoTe2 orthorhombic Td (MoTe2 lt) Crystal Structure
4012,CePb3
11906,Na3V2[PO4]3
2760,Bi O
12540,Ni-Ti binary phase diagram
2996,BiTm
6111,CuHg2Ti
6957,es:Ag-Cr-O
16266,Ti Sb binary phase diagram
12292,"Nd0,5Ba0,5MnO3"
5911,Cu-Sn-Zn Vertical Section of Ternary Phase Diagram
3807,Ce-V
6015,Cu3P
15925,TbCoC2
17663,YNi3Sn2
1925,AlN
7740,FeS
14247,rGO Resistance coefficient of variation with temperature
343,"1,2-dimethyl-3-(1-methylethyl)cyclopentane"
3824,Ce2C3
4323,co-sn
15323,Sr2MnMoO6
7449,FE-Y
14638,SeCl4
14472,Sb-Li
6107,CuFeS2
6476,diisopropylacetylene
15523,Stainless steel
14712,Si Crystal Structure
17278,WC6Co
9541,KCuF3 crystal structure
16287,Ti-B
7456,Fe(C5H5)2
3825,Ce2Co17 transitions
4002,CeOCl crystal structure
4612,"consolidated carbon nitride (3:4, m3)"
19409,LaCo13
12133,Nb-Ti
5790,Cu Sn
19302,HNO2
8205,GdPd3
11506,"Mo3Al, cif"
854,3d
20471,CuS
2205,AU
5653,cscrBr3
9942,LaNi2Al3
17684,YSZ
1610,Al-sc phase diagram
18114,ZrO2 HfO2 TiO2
15450,SrRuO
4088,cesbte
18426,2-methyl-2-propanamine
18220,β-VOPO4
12624,Ni4Cu5Ge3
22,"""gallium nitride""""effective mass"""
18496,AgSbTe2
5088,construction management risk
16832,treatment
10308,LiGdF4
7195,Ɛ-Carbide
11551,MoCuO
14594,scrap tire
3190,C12A7 electride
14383,RuO2
14637,SeBr4 rt
14944,Sm-As binary phase diagram
4035,ceria with carbonates
1149,acetophenone
10710,methane
1316,AgCuTe
17214,W-Ta phase diagram
8535,Handbook of Physical Properties of Materials
14828,Silicene
9566,khgi3
7498,fe2mnal
14366,rubi crystal structure
14951,Sm-Cu crystal structure
8920,Human media interaction group information technology
14140,RbPdSe
12347,NdCaAlO4
15810,TaS phase diagram
16536,TiNb2O7
19848,PuC2 crystal structure
5484,Cs Cu I
8538,hardness
20804,YSr2Cu2FeO7
20926,Gd3Ga5O12
857,3d printed FRP composites
15851,Tb-Cophase diagram
2415,Ba0.8K0.2Fe2As2
13161,PbTe
13771,Prussian blue analogues
12445,Ni se binary phase diagram
12541,Ni-Ti phase diagram
19508,Mg3Al2(SiO4)3
10775,Mg Fe Bi
20916,es:Cu-Se-Ti
3779,Ce-Fe
9496,Kaliumfluorid
15276,Sr Ti O
20690,Phosphorus
9063,inas wurtzite
5647,cscl mncl2 h2o
13761,PrP2
3460,CaCr2O4
1871,AlCrO3
9952,lanthan
18093,ZrNbFe2
2940,Bionic bridges
4112,CGe Crystal Structure
6054,Cual
8632,"hexane-1,6-dial"
2209,au ag pt isothermal section
16279,Ti-6Al-4V
13419,Phosphorus deoxidized Copper
7556,Fe3Ga4 crystal structure
10080,Li-Bi-Ga
11337,MnO Al2O3 SiO2
13480,PMDS
10121,"li(mn,fe)po4"
2651,BaZrSe3
6596,dusprosium
1958,alpha In2Se3
15037,SmSrNiO4
5190,cr
16112,"The DelFly: design, aerodynamiｃs,and aｒtifiｃial intelligenｃe of a flaPPing wing ｒobo"
9005,In Sb
4010,CeP2O6H2
3823,Ce2BiN
13143,PBr7
3442,CaC2 structure
16874,triptycene
7626,FeB2
6743,elastic moduli Al
3843,Ce2O3 structure
11434,Mo yield strength
10455,LnCr10-xN11
20344,Be12Ti
16834,Triazine A resin
18357,硅橡胶涂覆玻璃纤维
14653,Self-coordinated On-Chip Parallel Computing: A Swarm Intelligence Approach
3728,CdO
241,1-chloro-hexane
11982,NaGdF4
2686,benzaldehyde
17125,vielfalt des fach
1959,alpha NaFeO2
11394,MnTe sound velocity
18274,м2ФдС
2774,Bi--Fe
7117,EuAl4
5490,Cs Zn I
5272,Cr-Te
12365,nDIn3
4831,consolidated magnesium hydroxide
13598,Posphorus deoxidized Cu
18280,Полезные ископаемые башкортостана
19751,pb
11884,Na3(VOPO4)2F
19214,Ga2O3 crystal structure
20386,cobalt
1441,Al Nb
3948,CeCr2Si2C
6718,Effect of employee commitment on organizational performance
14731,Si Ta
14286,RhP2
12695,nicosio4
16557,TiO2 crystal ctructure
8852,HoCo3
15555,sterene
11837,Na2CO3 h t Crystal structure
7701,Feooh
15631,surface and interface
3837,Ce2O2S crystal structure
18309,النظرية العقد
2215,Au Ge
20748,Tantalum
21154,SnSb2Te4
1177,Adam Needles 2012
9812,La4Cu3WO12
6735,eg'Hf7O8.79F9.71'
18593,B-C
16546,tio2
185,"[SIMD OR Intrinsic] AND [.Net OR dotnet OR CLR OR ""Common Language Runtime"" OR 虚拟机 OR VM OR ""Virtual Machine""]"
8151,GdAl
12608,NI3S4
13645,Pr2O3
18556,AlAs
5059,consolidated yttrium aluminum garnet
15369,SrC2 ht
16739,TmCoSi
5293,Cr2AlC cof
6193,CuSiTi
19854,quartz
5149,corrosion and antimony
20827,ag
5124,copper
19053,Cyclobutane
20457,CsPbCl
14449,sapphire rcut
17003,v
18700,CaAl2O4
3253,"C3N4 , piezoelectric"
5611,cs3ybbr6
9304,isopropyl methyl ether
15609,sulfur 3D Interactive Structure
17631,YCu2O4 Crystal Structure
14749,Si-mo-nb
820,"3,7-dihydro-1,3,7-trimethyl-1H-purine-2,6-dione"
9328,Journal of Intelligent Manufacturing
9931,Landolt-Bornstein New Series IV/5
18485,Ag-Bi
16071,tetrahydrofuran
1987,AlSt
5673,cshgCl3
15590,StyreneButadiene
20755,Tb-Pt
12770,NiSb
159,(Z)-4-aminopent-3-en-2-one
19838,Pt In
19426,LaSrAlO4
11802,Na-in
9777,La2O3
8235,Ge structure
20859,CeSb
14028,rb3eubr6
1496,Al-Cu
2843,Bi2Si3O9
7249,Fe bcc Crystal Structure
8462,gypsum crystal structure
20556,InGaZnO4
14582,ScHCl
20332,BaMnO3
7004,ethanol boiling point
2975,Bishydroxybenzylcyclohexanone
17256,water boiling point
8614,"Hexadecane, 4-methyl- class"
18517,Al-Fe-Si
20810,Zr Si
12341,NdB6 crystal structure
10171,Li2RuO3 structural
15152,SnS crystal sructure
10377,LiNi0.8Co0.1Mn0.1O2
12671,Nickel crystal structure
8946,Hydrogen peroxide
18003,Zr(HPO4)
2988,bismuthene
14418,"S. Coles. An introduction to statistical modeling of extreme values, volume 208. Springer, 2001."
12182,nb6sn5
6762,electro catalysis
7985,GaF3 Crystal Structure
16913,U
19657,NbOI2
10397,LiPb crystal structure
4992,consolidated tin monotelluride
15412,SrGe2
18541,al2o3
3250,C3HF3
3420,Ca7Rh20B12
2374,B2S2O9
20912,CuO
18427,2-methyl-hexan-2-ol
20587,LaRu3Si2
19633,nanotechnology
9604,KO
8478,H-Ti-O
14508,SBA-1 (mesoporous silica)
6671,Dynamic behavior of an electrostatic MEMS resonator with repulsive actuation
12348,NdCd2As2
14271,Rh6(CO)16
14345,Ru(OH)2
7846,fluoruro de magnesio
12290,"Nd,Y,O"
4725,consolidated germanium monotelluride
15465,SrSe
19035,CuGa2
9762,La2FeSi2
10159,Li2MnO3
13116,PbCrO4 Crystal Structure
5103,controlling mobile robot in environment with movable and fixed obstacle
7803,field's metal
15684,Ta Ce
7200,F-Y
2969,BiSbTe2S
12657,NiBi3
3746,CdTe
3885,Ce4Ga2O9
4296,Co-In
17682,YSO
3090,Building an Inclusive Diversity Culture
5933,cu-zr
15178,So
9245,IrCr
8030,gan hexagonal spacegroup
14282,RhI3
17192,W-C-Hf phase diagram
12502,Ni-Gd-O
17453,Y2Co3
5539,Cs2TeBr6
8727,HfO2 monoclinic
20277,"3,3-dimethyl-1-butene"
9261,IrO2 010880288
13919,purification
10619,manganin
17624,YCo5
15623,Super Compliant and Soft (CH3NH3)3Bi2I9 Crystals with Ultralow Thermal Conductivity
14848,silicon lanbolt
17594,YbMg2Bi2
20022,TbGe
18300,ьт2скфд
259,1-fluoro-2-nitrosooxy-ethane
1072,A new process chain
16170,Thermal Expansion Coefficient
8058,gasas
6396,Diamond crystal structure
13355,phase diagram of Fe-Ni system
16686,TlCu3Te2
14772,Si3n4
21124,Li
339,"1,2-dimethoxy-ethane"
3959,Ceftiofur
13208,Pd-Te phase diagram
17651,YIG
15426,SrMn2Ge2
659,"2,4,6-Trinitroaniline"
5742,Cu
5348,Cr3Si Cu
15788,Talco Crystal structure
9927,Landolt-Börnstein - Group IV Physical Chemistry 18
18550,Al3Ti crystal structure
12920,"On rearrangements, symmetrization and maximum principles"
3263,C4H6O
21093,consolidated tin
3088,Buffer layer lanio3
7137,EuF3
16352,Ti，HCP
2193,ATHAS data bank
11399,MnZn3
13896,Pu-Tc binary phase diagram
114,（NH4）3LuCl6
10912,MG2Y
12252,NbTe2
10435,LiTiFeO
8415,graphene nanotubes
8275,Ge4Mn
5656,CsCu2I3
11109,Mn Sb phase diagram
8102,Gd2Co17 transitions
11888,na3gdbr6
11480,Mo-Y
11660,Mössbauer spectra
16262,Ti phonon
15750,Ta2VC2
9268,Iron II carbonate
10464,Loudspeaker quality
17332,WS2
9907,LaMnO
16560,TiO2 HfO2 SiO2
12602,Ni3Mg
11623,mos2
14338,Ru-Si
5695,CsPbCl3
8016,gamma tellurium oxide
20184,YF3
2300,AX
15996,Technique d’équilibrage Traduction de la 6e édition allemande
11192,"Mn2B2O5, cif"
3566,Capacity
13543,polyethylene foam
54,(±)-cis-2-phenyl-cyclohexanol
2039,analite
5090,construction material waste management
7926,Ga-Al
11955,NaCl
11162,Mn-Sn phase diagram
10061,Li Al
3351,Ca11Bi10 structure
15983,Te Crystal Structure
15210,Sodium sulfate decahydrate
2550,bandgap
5053,consolidated vanadium(iii) chloride
9949,LaNIGa2
7379,Fe-Mn-Zn phase diagram
13936,pyrite
19245,GdH3
12262,nCr2O4
18169,α-Cr
18636,Be
10414,LiTaO3
16343,Ti-V-Si phase diagram
10298,lifeas
20518,Ga crystal structure
19749,paraffin
8220,GdTaO4 Kic
4746,consolidated indium oxide
13605,potato
2078,Apa
11605,monolayer MoS2
11940,NaB6 crystal structure
17997,Zr-Zn
14245,RF
11460,Mo-O-Sm Phase Diagram
12713,Niga4
16922,U-Fe2
15722,Ta-Sb phase diagram
4572,consolidated barium sulfide
7077,Eu In As
9286,IrTe2
18189,α'-Ti
9854,LaCo13
12050,naso termodinamica
8874,HoNi
2699,benzene mixture reflactive index
20193,YNi2
19343,K Zn Bi
16918,U Ge phase diagrm
14474,Sb-Sb bonds
16230,Ti Al Zr
3860,ce33rh33ru34
1053,978-3662588017
3080,BTA
16282,Ti-Al
17973,Zr-Ga
17085,vaccination against covid
17390,xenophyllite
6836,Engineering Management major
5552,cs3bibr6
2595,BaSnI6
20351,c
3666,CaUTi2O7
4704,consolidated gadolinium barium copper oxide (gd1237)
15891,Tb2Te6O15
13705,Principal pneumatics
3869,Ce3Ga2
4790,consolidated lanthanum manganese oxide
6483,dimethyl
21055,YScO3
10274,LiBr·NH3
12762,NiRuCl6
4309,Co-Na
18523,Al-Mn
18243,ε-Fe
14829,silicene band gap
19150,Fe-Se phase diagram
9444,k3osbr6
14686,SF6 lt1
12356,NdFe12N
11113,Mn Si phase diagram
17935,Zr Hf Si
20189,YIG
12487,Ni-Cr
20985,NaCl crystal structure
6086,CuCl solubility
20405,consolidated iron(ii) oxide (wüstite)
14178,Re5Si3
10271,LiBr Crystal Structure
458,191
3508,calcium lubricant
21006,polyethylene
16337,Ti-Ta
16413,Ti3CN
17550,Yb3Ga3Sc2O12
20589,Li-Zn
20789,WC Co
20609,Mg-Sb
14709,si crystal srtucture
8507,H2Pc
20199,Yttrium
7620,FeAs phase diagram
14351,Ru2MnGe
15538,standard gibbs energy of formation of K
19777,PDDA surface tension
2304,AZ31B
12944,Organic
11726,N-methylformamide dielectric constant
37,"""sponge cities"""
949,45
18981,Cs2AgInCl6
13915,pure cooper viscosity
6893,Er-In
1579,Al-N
9704,La-Se
1291,Ag8SnTe6
9676,La Zn
7942,Ga-Sn
9738,La1.85Sr0.15CuO4
11016,MgO-Al2O3 phase diagram
5000,consolidated titanium boride
827,304stainless steel
14308,Robust control design: an optimal control approach
4470,CoGe
4615,consolidated cerium
16730,TmAl3
5237,Cr-Ge
10263,LiBaF3
8493,H2O
3632,CaSi crystal structure
7346,Fe-Cr-Ni phase
10107,Li-Sb
9598,KNiCl3
3936,CeCo2 magnetic transitions
1511,Al-Cu-Co
18952,Cr-I
16904,Tweakable TWINE: Building a Tweakable Block Cipher on Generalized Feistel Structur
9215,Ionone
14207,refractive index water
9589,kMnF3
20097,toluene surface tension
8787,Historia
19383,La-Pd-Si
16149,The Theory of Long Waves
17130,Viscosity 1-butanol hexane
18525,Al-Mo
17848,ZnBi
18695,Ca2Ge
253,"1-ethyl-3,4-dimethylbenzene"
19464,LiO
19331,Ir
10897,Mg2Pb
12232,NbS2 crystal
6973,es:La
21191,CoO
6691,DyV6Sn6
16629,TIZN
19556,MnPS3 crystal structure
21153,SnS
19477,Lu2Co7
20170,YAlO3
15229,SOLUBILITY NaCl
18549,Al3Ti
9654,La B phase
8971,ICSD 110630
14156,RbVCl
13715,PrNi2
4317,co-sb
20679,NiOOH
14929,Slags containing transition metal (chromium and vanadium) oxides—Conversion from ticking bombs to valuable resources: Collaborative studies between KTH and USTB
4092,CeSe2
2128,As
20595,LiFeO2
16467,TiAl2
18697,Ca3Sc2Si3O12
1473,Al-B phase diagram
6364,development management risk
12555,Ni2(EDTA)
12835,Nuclear Charge Radii
17201,w-fe
15378,srcoo2.5
14538,Sc-In
1227,Ag-Be
4321,Co-Si Phase diagram
15055,sn crystal structure
16944,UCoGe
2989,BiSrON
2189,At-Hg
1904,All-trans Retinoic Acid-incorporated Glycol Chitosan Nanoparticles Regulate Macrophage Polarization in Pg-LPS-Induced Inflammation
2800,Bi-Te
8925,HWO3
15855,TB-FE
14784,SiC
9266,iron corrosion
9903,LaIr3Ga2
16705,tlmnF3
2289,autodestructive behaviour
4863,consolidated molybdenum disulfide (molybdenite)
12720,NiIn
6790,ellingham
8346,Gghugh
3371,Ca2ScTaO6
1788,Al2Y6SiS14
16200,thioacetaldehyde
12426,Ni Al
6686,dysprosium oxide
11561,Modeling parallel parking a car[J].
9246,IrGe2
18560,Alloy 718
16719,Tm-Hf-O
20846,C20H22
13280,pentane J-T
16544,tio2
9800,La3In5
10111,Li-Sm-O
15302,Sr2CuTeO6
6005,Cu3BaTe2
7451,Fe-Zn-Mn hardness
17808,zn(NO3)x(OH)y zH2O
8880,HoSb
17850,ZnCd(GaS2)4
4864,consolidated molybdenum disulfide (molybdenite)
7687,FeNi3
978,50-00-0
13673,PrBi
3737,CDS
9283,IrSi
2984,Bismuth phosphate
104,(Li0.6Ni0.4)5TaO6
1618,Al-Si-Cu
17701,yvo4 crystal structure
3732,CdP2 crystal structure
12627,Ni4W
3381,Ca3(AsO4)2
13358,phase diagram of Ta-Sb
505,2-Chloro-10-(N-dimethylamino-n-propyl)-phenothiazine
20236,Zr-Sb phase diagram
20375,"cis-1,2-diiodoethene"
19660,nbse2
4135,charge carrier mobility
11520,mo5si3
18420,2-bromopyridine
4158,chlorofourm
19620,NaCl
12933,optics sensors
13666,PrAl2 Curie weiss
5349,Cr3Sn
10515,Lu3MgGa3SiO12
11957,NaCl
12862,O-Pt Phase diagram
17472,Y2Zr2O7
4197,"cis-1,2-diiodoethene bp"
6110,CuGaGeSe4 structure
7214,FAPbI3
15771,TaB2 crystal structure
1097,aa2099
21022,Sr2Nb2O7
10079,Li-Bi-Ag
4240,CO
7278,Fe Ge
1087,a-Fe2O3
5585,cs3lui6
18157,zsm-5
3643,CaSO4 band gap
14333,Ru-Fe-O
14185,red P
13714,PrNi
11067,MIL-68(In)
13138,PbP2
17271,WB2 B4C
7414,Fe-Rh
6279,Dali awatef
20326,B-Mn
3018,BN sound velocity
1919,AlMnCe
8551,hcp structure
2516,BaMg
20745,Ta B
883,4-chloro-1-methylcyclobutane
11704,N-Acetylglycine ethyl ester
15994,"Te,refractive index"
8774,HgTe crystal structure
15764,Ta5Si3
20893,consolidated titanium nickel (1:1) intermetallic compound
16099,Thc
2324,B-co-cr
13469,Platinum complexes
13262,Pelargonic acid butyl ester
17294,WG-300
8309,geO2
19351,k4sio4
5091,construction material waste management south africa
20995,Ni2Si
17917,ZnTe
6617,Dy2Co17 transitions
653,"2,4,6 tribromophenol"
11977,NaCu3Ru4O12
17630,YCrO5
117,（NH4）3YCl6
13977,rain management
2407,Ba-Ta-O phase diagram
10982,MgF2 sound velocity
5051,consolidated vanadium telluride (rt)
2252,Au-W Binary Phase Diagram
59,"(1,2-dimethylbutyl)benzene"
12845,nutricion en gatos
6820,EnDOtec DO*30
9705,La-Si
12087,Nb Ni
7694,FeO crystal structure
4926,consolidated scandium
20310,AlAs crystal structure
13584,polyurethane foam
18526,Al-Mo
19642,nb-cr
14220,renewable Energie
5176,CoTeO4
8655,Hf Zr Ti Si
16264,Ti Sb
4524,consolidated aluminum copper (1:1) intermetallic compound
